Date,Price
01/03/2020,93.75
01/02/2020,94.9
12/31/2019,92.39
12/30/2019,92.34
12/27/2019,93.49
12/26/2019,93.44
12/24/2019,89.46
12/23/2019,89.65
12/20/2019,89.33
12/19/2019,89.61
12/18/2019,89.2
12/17/2019,89.53
12/16/2019,88.46
12/13/2019,88.05
12/12/2019,88.02
12/11/2019,87.44
12/10/2019,86.96
12/09/2019,87.48
12/06/2019,87.58
12/05/2019,87.02
12/04/2019,88.03
12/03/2019,88.5
12/02/2019,89.08
11/29/2019,90.04
11/27/2019,90.93
11/26/2019,89.85
11/25/2019,88.69
11/22/2019,87.29
11/21/2019,86.74
11/20/2019,87.28
11/19/2019,87.64
11/18/2019,87.63
11/15/2019,86.97
11/14/2019,87.73
11/13/2019,87.66
11/12/2019,88.9
11/11/2019,88.58
11/08/2019,89.29
11/07/2019,89.41
11/06/2019,89.79
11/05/2019,90.09
11/04/2019,90.23
11/01/2019,89.57
10/31/2019,88.83
10/30/2019,89
10/29/2019,88.14
10/28/2019,88.85
10/25/2019,88.07
10/24/2019,89.04
10/23/2019,88.11
10/22/2019,88.29
10/21/2019,89.28
10/18/2019,87.88
10/17/2019,89.37
10/16/2019,88.87
10/15/2019,88.37
10/14/2019,86.82
10/11/2019,86.6
10/10/2019,86.01
10/09/2019,86.1
10/08/2019,85.28
10/07/2019,86.63
10/04/2019,86.98
10/03/2019,86.22
10/02/2019,85.66
10/01/2019,86.78
09/30/2019,86.8
09/27/2019,86.27
09/26/2019,86.99
09/25/2019,88.42
09/24/2019,87.08
09/23/2019,89.27
09/20/2019,89.71
09/19/2019,91.08
09/18/2019,90.87
09/17/2019,91.13
09/16/2019,90.39
09/13/2019,91.97
09/12/2019,92.18
09/11/2019,91.15
09/10/2019,91.03
09/09/2019,91.57
09/06/2019,91.68
09/05/2019,92.04
09/04/2019,90.03
09/03/2019,89.49
08/30/2019,88.81
08/29/2019,89.32
08/28/2019,88.21
08/27/2019,88.09
08/26/2019,88.44
08/23/2019,87.48
08/22/2019,90.28
