Date,Price
02/28/2020,63.19
02/27/2020,63.96
02/26/2020,67.37
02/25/2020,67.58
02/24/2020,68.48
02/21/2020,69.4
02/20/2020,69.26
02/19/2020,68.67
02/18/2020,70.51
02/14/2020,69.63
02/13/2020,68.87
02/12/2020,67.56
02/11/2020,68.04
02/10/2020,67.94
02/07/2020,67.39
02/06/2020,67.08
02/05/2020,66.68
02/04/2020,66.14
02/03/2020,66.7
01/31/2020,67.05
01/30/2020,67.48
01/29/2020,66.44
01/28/2020,66.45
01/27/2020,66.69
01/24/2020,65.93
01/23/2020,65.02
01/22/2020,64.97
01/21/2020,64.22
01/17/2020,63.35
01/16/2020,63.07
01/15/2020,62.9
01/14/2020,61.93
01/13/2020,61.6
01/10/2020,60.89
01/09/2020,60.77
01/08/2020,60.3
01/07/2020,60.33
01/06/2020,60.38
01/03/2020,60.08
01/02/2020,59.66
12/31/2019,60.54
12/30/2019,60.32
12/27/2019,60.63
12/26/2019,60.49
12/24/2019,60.13
12/23/2019,59.7
12/20/2019,60.68
12/19/2019,60.16
12/18/2019,60.07
12/17/2019,59.95
12/16/2019,59.87
12/13/2019,59.24
12/12/2019,58.48
12/11/2019,58.95
12/10/2019,58.61
12/09/2019,58.57
12/06/2019,58.6
12/05/2019,58.64
12/04/2019,58.56
12/03/2019,58.06
12/02/2019,57.81
11/29/2019,58.45
11/27/2019,58.27
11/26/2019,58.73
11/25/2019,58.14
11/22/2019,58.34
11/21/2019,58.78
11/20/2019,58.8
11/19/2019,58.16
11/18/2019,58.04
11/15/2019,57.85
11/14/2019,57.47
11/13/2019,56.98
11/12/2019,55.8
11/11/2019,55.55
11/08/2019,55.52
11/07/2019,55.77
11/06/2019,56.87
11/05/2019,56.78
11/04/2019,57.4
11/01/2019,58.93
10/31/2019,59.59
10/30/2019,58.87
10/29/2019,58.15
10/28/2019,58.31
10/25/2019,59.22
10/24/2019,59.39
10/23/2019,59
10/22/2019,59.06
10/21/2019,58.2
10/18/2019,58.12
10/17/2019,57.77
10/16/2019,57.48
10/15/2019,56.88
10/14/2019,57.23
10/11/2019,57.38
10/10/2019,58
10/09/2019,58.34
10/08/2019,57.49
10/07/2019,58.14
10/04/2019,58.4
10/03/2019,57.54
10/02/2019,57.28
10/01/2019,58.01
09/30/2019,58.25
09/27/2019,57.81
09/26/2019,57.93
09/25/2019,57.34
09/24/2019,57.13
09/23/2019,56.32
09/20/2019,56.43
09/19/2019,56.23
09/18/2019,55.98
09/17/2019,55.55
09/16/2019,54.58
09/13/2019,54.62
09/12/2019,55.19
09/11/2019,55.02
09/10/2019,54.53
09/09/2019,54.97
09/06/2019,55.03
09/05/2019,54.95
09/04/2019,56.03
09/03/2019,56.39
08/30/2019,54.77
08/29/2019,55.28
08/28/2019,55.3
08/27/2019,56
08/26/2019,55.91
08/23/2019,55.48
08/22/2019,55.41
08/21/2019,55.31
